film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update,actor_id,film_id,last_update,actor_id,first_name,last_name,last_update
485,"JERSEY SASSY","A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan",2006,1,NULL,6,4.99,60,16.99,PG,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",2,485,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
518,"LIAISONS SWEET","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies",2006,1,NULL,5,4.99,140,15.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",2,518,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
540,"LUCKY FLYING","A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat",2006,1,NULL,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",2,540,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
550,"MAGUIRE APACHE","A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon",2006,1,NULL,6,2.99,74,22.99,NC-17,"Trailers,Commentaries","2006-02-15 05:03:42",2,550,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
555,"MALLRATS UNITED","A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery",2006,1,NULL,4,0.99,133,25.99,PG,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",2,555,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
561,"MASK PEACH","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",2006,1,NULL,6,2.99,123,26.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",2,561,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
742,"ROOF CHAMPION","A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon",2006,1,NULL,7,0.99,101,25.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",2,742,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
754,"RUSHMORE MERMAID","A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank",2006,1,NULL,6,2.99,150,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",2,754,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
811,"SMILE EARRING","A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin",2006,1,NULL,4,2.99,60,29.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",2,811,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
958,"WARDROBE PHANTOM","A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India",2006,1,NULL,6,2.99,178,19.99,G,"Trailers,Commentaries","2006-02-15 05:03:42",2,958,"2006-02-15 05:05:03",2,NICK,WAHLBERG,"2006-02-15 04:34:33"
17,"ALONE TRIP","A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House",2006,1,NULL,3,0.99,82,14.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42",3,17,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
40,"ARMY FLINTSTONES","A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria",2006,1,NULL,4,0.99,148,22.99,R,"Trailers,Commentaries","2006-02-15 05:03:42",3,40,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
42,"ARTIST COLDBLOODED","A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California",2006,1,NULL,5,2.99,170,10.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42",3,42,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
87,"BOONDOCK BALLROOM","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,NULL,7,0.99,76,14.99,NC-17,"Behind the Scenes","2006-02-15 05:03:42",3,87,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
111,"CADDYSHACK JEDI","A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia",2006,1,NULL,3,0.99,52,17.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",3,111,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
185,"COWBOY DOOM","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon",2006,1,NULL,3,2.99,146,10.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",3,185,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
289,"EVE RESURRECTION","A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon",2006,1,NULL,5,4.99,66,25.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",3,289,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
329,"FORREST SONS","A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat",2006,1,NULL,4,2.99,63,15.99,R,Commentaries,"2006-02-15 05:03:42",3,329,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
336,"FRENCH HOLIDAY","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin",2006,1,NULL,5,4.99,99,22.99,PG,"Behind the Scenes","2006-02-15 05:03:42",3,336,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
341,"FROST HEAD","A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention",2006,1,NULL,5,0.99,82,13.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42",3,341,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
393,"HALLOWEEN NUTS","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",2006,1,NULL,6,2.99,47,19.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42",3,393,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
441,"HUNTER ALTER","A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank",2006,1,NULL,5,2.99,125,21.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",3,441,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
453,"IMAGE PRINCESS","A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies",2006,1,NULL,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",3,453,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
480,"JEEPERS WEDDING","A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia",2006,1,NULL,3,2.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",3,480,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
539,"LUCK OPUS","A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank",2006,1,NULL,7,2.99,152,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",3,539,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
618,"NECKLACE OUTBREAK","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,NULL,3,0.99,132,21.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",3,618,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
685,"PLATOON INSTINCT","A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia",2006,1,NULL,6,4.99,132,10.99,PG-13,"Trailers,Commentaries","2006-02-15 05:03:42",3,685,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
827,"SPICE SORORITY","A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft",2006,1,NULL,5,4.99,141,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",3,827,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
966,"WEDDING APOLLO","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,1,NULL,3,0.99,70,14.99,PG,Trailers,"2006-02-15 05:03:42",3,966,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
967,"WEEKEND PERSONAL","A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat",2006,1,NULL,5,2.99,134,26.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",3,967,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
971,"WHALE BIKINI","A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention",2006,1,NULL,4,4.99,109,11.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",3,971,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
996,"YOUNG LANGUAGE","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station",2006,1,NULL,6,0.99,183,9.99,G,"Trailers,Behind the Scenes","2006-02-15 05:03:42",3,996,"2006-02-15 05:05:03",3,ED,CHASE,"2006-02-15 04:34:33"
23,"ANACONDA CONFESSIONS","A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia",2006,1,NULL,3,0.99,92,9.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42",4,23,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
25,"ANGELS LIFE","A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin",2006,1,NULL,3,2.99,74,15.99,G,Trailers,"2006-02-15 05:03:42",4,25,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
56,"BAREFOOT MANCHURIAN","A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park",2006,1,NULL,6,2.99,129,15.99,G,"Trailers,Commentaries","2006-02-15 05:03:42",4,56,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
62,"BED HIGHBALL","A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House",2006,1,NULL,5,2.99,106,23.99,NC-17,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",4,62,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
79,"BLADE POLISH","A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station",2006,1,NULL,5,0.99,114,10.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42",4,79,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
87,"BOONDOCK BALLROOM","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,NULL,7,0.99,76,14.99,NC-17,"Behind the Scenes","2006-02-15 05:03:42",4,87,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
355,"GHOSTBUSTERS ELF","A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin",2006,1,NULL,7,0.99,101,18.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",4,355,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
379,"GREEDY ROOTS","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies",2006,1,NULL,7,0.99,166,14.99,R,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",4,379,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
398,"HANOVER GALAXY","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention",2006,1,NULL,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",4,398,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
463,"INSTINCT AIRPORT","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse",2006,1,NULL,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",4,463,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
490,"JUMANJI BLADE","A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans",2006,1,NULL,4,2.99,121,13.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",4,490,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
616,"NATIONAL STORY","A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California",2006,1,NULL,4,2.99,92,19.99,NC-17,Trailers,"2006-02-15 05:03:42",4,616,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
635,"OKLAHOMA JUMANJI","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,NULL,7,0.99,58,15.99,PG,"Behind the Scenes","2006-02-15 05:03:42",4,635,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
691,"POSEIDON FOREVER","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,NULL,6,4.99,159,29.99,PG-13,Commentaries,"2006-02-15 05:03:42",4,691,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
712,"RAIDERS ANTITRUST","A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station",2006,1,NULL,4,0.99,82,11.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42",4,712,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
714,"RANDOM GO","A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank",2006,1,NULL,6,2.99,73,29.99,NC-17,Trailers,"2006-02-15 05:03:42",4,714,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
721,"REDS POCUS","A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia",2006,1,NULL,7,4.99,182,23.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42",4,721,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
798,"SILVERADO GOLDFINGER","A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India",2006,1,NULL,4,4.99,74,11.99,PG,"Trailers,Commentaries","2006-02-15 05:03:42",4,798,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
832,"SPLASH GUMP","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank",2006,1,NULL,5,0.99,175,16.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",4,832,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
858,"SUBMARINE BED","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",2006,1,NULL,5,4.99,127,21.99,R,Trailers,"2006-02-15 05:03:42",4,858,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
909,"TREASURE COMMAND","A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California",2006,1,NULL,3,0.99,102,28.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",4,909,"2006-02-15 05:05:03",4,JENNIFER,DAVIS,"2006-02-15 04:34:33"
